"player_name","player_id","year","xwoba","xba","xslg","xiso","xobp","brl","brl_percent","exit_velocity","max_ev","hard_hit_percent","k_percent","bb_percent","whiff_percent","chase_percent","arm_strength","xera","fb_velocity","fb_spin","curve_spin"
"Parker, Mitchell","680730","2024",30,24,17,19,53,13,41,27,22,48,30,68,23,65,,30,26,35,17
"Martinez, Nick","607259","2024",84,40,66,80,88,36,88,94,34,96,28,99,29,95,,84,23,70,59
"Curry, Xzavion","675540","2024",,,,,,,,,53,,,,,,,,20,14,37
"Brazobán, Huascar","623211","2024",64,67,91,97,30,96,93,100,62,100,53,11,82,84,,64,86,41,
"Darvish, Yu","506433","2024",66,65,55,43,77,47,54,32,26,38,54,70,50,72,,66,45,54,64
"Scott, Tayler","605463","2024",71,79,92,95,31,96,98,74,26,75,69,6,79,37,,71,30,23,
"McKenzie, Triston","663474","2024",3,49,3,1,5,29,1,6,51,22,40,1,29,2,,3,11,45,12
"Cabrera, Edward","665795","2024",18,42,30,22,13,36,30,25,14,5,71,8,70,46,,18,84,45,47
"Clevinger, Mike","605182","2024",,,,,,,,,15,,,,,,,,36,74,
"Bubic, Kris","663460","2024",,,,,,,,,60,,,,,,,,33,76,
"Walters, Andrew","689958","2024",,,,,,,,,76,,,,,,,,79,98,
"Duffey, Tyler","608648","2024",,,,,,,,,88,,,,,,,,11,79,52
"Brieske, Beau","689225","2024",79,79,83,83,57,83,85,42,49,74,62,18,38,58,,79,78,94,
"Lively, Ben","594902","2024",46,45,38,33,55,25,74,16,4,26,17,52,4,7,,46,6,4,5
"Stratton, Chris","608717","2024",10,29,39,51,3,54,32,88,56,57,9,3,10,8,,10,17,84,97
"Ashby, Aaron","676879","2024",,,,,,,,,41,,,,,,,,83,21,66
"Ashcraft, Graham","668933","2024",8,6,16,38,7,40,49,7,21,16,6,53,22,22,,8,62,79,
"Soto, Gregory","642397","2024",27,51,62,65,6,77,52,56,54,11,76,14,86,67,,27,94,63,
"Gasser, Robert","688107","2024",,,,,,,,,74,,,,,,,,31,17,
"Jax, Griffin","643377","2024",99,96,94,83,100,64,43,68,49,50,97,89,98,99,,99,91,93,96
"Ragans, Cole","666142","2024",82,81,82,82,74,27,79,65,9,76,88,38,90,62,,82,71,97,43
"Javier, Cristian","664299","2024",,,,,,,,,65,,,,,,,,16,63,
"Speier, Gabe","642100","2024",,,,,,,,,57,,,,,,,,31,16,
"Marte, Yunior","628708","2024",,,,,,,,,24,,,,,,,,86,81,
"Lange, Alex","656638","2024",,,,,,,,,54,,,,,,,,84,49,16
"Wood, Alex","622072","2024",,,,,,,,,69,,,,,,,,8,2,
"Holton, Tyler","663947","2024",93,81,86,87,95,61,85,91,66,91,40,94,42,91,,93,17,52,
"Gray, Josiah","680686","2024",,,,,,,,,74,,,,,,,,30,13,
"Crouse, Hans","668968","2024",,,,,,,,,63,,,,,,,,28,59,
"Peralta, Freddy","642547","2024",56,71,59,45,53,11,28,79,23,66,81,29,87,44,,56,54,90,11
"Taylor, Troy","700187","2024",,,,,,,,,12,,,,,,,,91,86,
"Domínguez, Seranthony","622554","2024",60,86,36,8,84,40,2,89,71,90,77,47,57,20,,60,96,81,
"Mikolas, Miles","571945","2024",21,7,7,15,55,3,41,50,27,18,8,98,1,41,,21,30,39,51
"Pepiot, Ryan","686752","2024",66,80,64,45,69,23,22,35,21,64,74,35,82,48,,66,63,82,58
"Anderson, Tyler","542881","2024",30,37,30,25,32,5,46,87,20,89,16,27,69,58,,30,3,37,
"Marte, José","665896","2024",,,,,,,,,68,,,,,,,,86,25,
"Burr, Ryan","621114","2024",,,,,,,,,26,,,,,,,,51,32,
"Ginkel, Kevin","656464","2024",84,60,70,74,86,77,84,23,32,33,75,92,70,84,,84,78,85,
"Blewett, Scott","656240","2024",,,,,,,,,29,,,,,,,,41,64,
"Sánchez, Sixto","664350","2024",,,,,,,,,62,,,,,,,,41,18,
"Festa, David","701581","2024",47,51,39,29,57,54,30,30,42,48,82,45,73,82,,47,61,75,
"Herz, DJ","687792","2024",79,86,78,66,77,42,41,32,25,81,81,29,78,41,,79,40,70,9
"Neris, Héctor","593576","2024",38,55,41,27,32,54,22,56,68,34,63,17,53,76,,38,31,83,
"Keller, Brad","641745","2024",,,,,,,,,23,,,,,,,,43,44,
"Snell, Blake","605483","2024",96,98,99,95,90,64,82,92,45,99,98,19,98,81,,96,79,89,48
"Lucchesi, Joey","664192","2024",,,,,,,,,9,,,,,,,,5,27,
"Thompson, Ryan","657044","2024",50,25,43,60,64,54,56,19,19,8,19,87,28,93,,50,11,10,
"Dunning, Dane","641540","2024",8,20,7,6,15,23,5,11,39,5,38,27,35,12,,8,4,14,20
"Thornton, Trent","663423","2024",74,64,75,79,73,54,47,75,44,62,73,73,65,88,,74,70,91,98
"Varland, Gus","681402","2024",,,,,,,,,73,,,,,,,,70,79,
"Barnes, Matt","598264","2024",,,,,,,,,2,,,,,,,,13,21,1
"Martinez, Justin","679885","2024",88,78,98,99,37,98,99,94,23,94,89,10,96,70,,88,100,18,
"Sammons, Bryan","676614","2024",,,,,,,,,73,,,,,,,,15,20,
"Jefferies, Daulton","641726","2024",,,,,,,,,37,,,,,,,,34,40,
"Fernandez, Ryan","681676","2024",71,75,90,94,37,64,61,42,42,84,66,13,88,64,,71,73,31,
"Henry, Tommy","674072","2024",,,,,,,,,19,,,,,,,,5,22,17
"Rasmussen, Drew","656876","2024",,,,,,,,,71,,,,,,,,90,94,
"Anderson, Justin","605121","2024",12,50,24,15,5,64,28,86,49,78,53,2,81,78,,12,77,33,
"McCaughan, Darren","670766","2024",,,,,,,,,33,,,,,,,,3,19,
"Allen, Logan","671106","2024",2,9,1,2,6,18,3,4,19,3,14,27,15,4,,2,11,20,
"Pearson, Nate","663878","2024",25,42,17,10,53,42,9,4,57,6,72,59,69,23,,25,96,50,71
"Iriarte, Jairo","683568","2024",,,,,,,,,95,,,,,,,,51,54,
"Nelson, Ryne","669194","2024",43,15,34,55,51,18,54,18,38,25,26,89,4,56,,43,69,41,38
"Payamps, Joel","606303","2024",47,55,24,12,62,54,16,32,2,12,67,53,63,51,,47,62,82,
"France, J.P.","641585","2024",,,,,,,,,14,,,,,,,,20,79,52
"Vines, Darius","670241","2024",,,,,,,,,78,,,,,,,,10,43,
"Madden, Ty","680744","2024",,,,,,,,,74,,,,,,,,52,58,
"Jones, Jared","683003","2024",50,60,41,24,65,21,13,27,54,8,73,53,84,69,,50,93,96,74
"Roupp, Landen","694738","2024",49,47,74,85,18,93,90,42,45,46,39,8,48,26,,49,56,13,94
"Richards, Trevor","670950","2024",62,88,82,68,42,72,69,65,58,57,45,4,33,47,,62,23,50,
"Hernández, Daysbel","678226","2024",,,,,,,,,41,,,,,,,,94,80,
"Cronin, Declan","686539","2024",66,47,77,88,40,83,90,30,9,25,53,41,58,15,,66,38,98,
"Scherzer, Max","453286","2024",,,,,,,,,32,,,,,,,,26,63,73
"Keller, Mitch","656605","2024",36,35,36,38,45,11,61,50,10,44,37,73,16,47,,36,50,88,68
"Carasiti, Matt","571539","2024",,,,,,,,,69,,,,,,,,54,9,
"Mushinski, Parker","656786","2024",,,,,,,,,91,,,,,,,,16,89,
"Morgan, Eli","669212","2024",,,,,,,,,70,,,,,,,,21,52,
"Megill, Tylor","656731","2024",39,55,49,43,39,38,12,47,58,17,79,27,74,67,,39,73,38,29
"Díaz, Jhonathan","646242","2024",,,,,,,,,71,,,,,,,,3,23,
"Bradley, Taj","671737","2024",39,64,27,12,68,13,9,2,5,15,76,48,65,70,,39,86,64,49
"Fitts, Richard","690916","2024",,,,,,,,,8,,,,,,,,56,90,
"Wrobleski, Justin","680736","2024",,,,,,,,,74,,,,,,,,65,77,27
"Winn, Cole","668390","2024",,,,,,,,,27,,,,,,,,70,83,
"Petersen, Michael","656848","2024",,,,,,,,,75,,,,,,,,92,54,
"Bird, Jake","656234","2024",,,,,,,,,63,,,,,,,,71,6,89
"Cisnero, José","542585","2024",,,,,,,,,77,,,,,,,,69,72,
"Vesia, Alex","681911","2024",94,99,90,36,92,47,3,81,25,79,95,5,88,25,,94,38,85,
"Verlander, Justin","434378","2024",57,59,53,43,71,40,68,56,1,92,17,67,15,30,,57,40,85,74
"Bibee, Tanner","676440","2024",57,51,48,41,73,20,65,62,4,66,74,78,61,27,,57,59,77,72
"Latz, Jacob","656641","2024",,,,,,,,,56,,,,,,,,63,72,
"Klein, Will","694361","2024",,,,,,,,,54,,,,,,,,91,28,
"Birdsong, Hayden","806185","2024",19,60,36,21,8,50,24,1,33,1,83,1,82,19,,19,78,61,90
"Faedo, Alex","656412","2024",29,32,56,68,10,83,76,65,23,82,45,12,87,57,,29,47,89,
"Soriano, George","666277","2024",,,,,,,,,26,,,,,,,,51,21,
"Fedde, Erick","607200","2024",55,40,45,49,61,11,52,56,5,59,34,63,17,8,,55,33,5,
"Waldron, Matt","663362","2024",43,37,38,37,53,23,65,71,24,79,36,75,11,12,,43,7,6,
"Emanuel, Kent","592288","2024",,,,,,,,,12,,,,,,,,3,7,
"McMillon, John","669111","2024",,,,,,,,,80,,,,,,,,70,43,
